ejemplo_8,1652972839.03,0.913,0.2237,0.89,0.2572


ejemplo_8,1652972858.455,0.935,0.1709,0.89,0.3066


ejemplo_8,1652972878.889,0.938,0.1593,0.92,0.203


ejemplo_8,1652972899.268,0.946,0.1449,0.93,0.2116


ejemplo_8,1652972920.075,0.948,0.1412,0.89,0.281


ejemplo_8,1652972940.544,0.951,0.1365,0.863,0.3037


ejemplo_8,1652972960.733,0.951,0.1341,0.907,0.2637


ejemplo_8,1652972981.115,0.952,0.1296,0.913,0.2233


ejemplo_8,1652973001.428,0.953,0.1296,0.88,0.3136


ejemplo_8,1652973021.889,0.955,0.1249,0.883,0.2887


