ejemplo_2,1652971572.721,0.899,0.2699,0.967,0.1044


ejemplo_2,1652971591.801,0.928,0.187,0.947,0.156


ejemplo_2,1652971610.854,0.937,0.1672,0.977,0.0864


ejemplo_2,1652971630.431,0.939,0.161,0.953,0.1425


ejemplo_2,1652971649.754,0.94,0.1565,0.943,0.1253


ejemplo_2,1652971668.913,0.943,0.1503,0.96,0.1135


ejemplo_2,1652971688.038,0.945,0.1476,0.947,0.1318


ejemplo_2,1652971707.175,0.947,0.1412,0.95,0.1316


ejemplo_2,1652971726.24,0.948,0.1402,0.93,0.1494


ejemplo_2,1652971745.785,0.95,0.1388,0.967,0.1033


