ejemplo_6,1652972414.779,0.909,0.2387,0.873,0.2398


ejemplo_6,1652972434.269,0.932,0.1727,0.897,0.2104


ejemplo_6,1652972453.688,0.937,0.1621,0.943,0.1507


ejemplo_6,1652972473.643,0.943,0.1484,0.94,0.1667


ejemplo_6,1652972493.149,0.948,0.1397,0.903,0.2081


ejemplo_6,1652972512.464,0.948,0.1376,0.9,0.2033


ejemplo_6,1652972531.892,0.949,0.1389,0.91,0.2092


ejemplo_6,1652972551.377,0.951,0.1328,0.883,0.21


ejemplo_6,1652972570.635,0.956,0.1282,0.927,0.1635


ejemplo_6,1652972590.312,0.953,0.1296,0.917,0.1814


